,RAP,MSU1
749,Os01g0176400,LOC_Os01g08140
750,Os01g0176500,LOC_Os01g08150
751,Os01g0176700,LOC_Os01g08160
752,Os01g0176751,None
753,Os01g0176800,LOC_Os01g08170
754,Os01g0176900,LOC_Os01g08180
755,Os01g0177100,LOC_Os01g08190
756,Os01g0177150,None
757,Os01g0177200,LOC_Os01g08200
758,Os01g0177400,LOC_Os01g08220
759,Os01g0177500,None
760,Os01g0177600,None
761,Os01g0177800,LOC_Os01g08250
762,Os01g0177900,LOC_Os01g08260
763,Os01g0178000,LOC_Os01g08270
764,Os01g0178100,LOC_Os01g08280
765,Os01g0178200,LOC_Os01g08290
766,Os01g0178300,LOC_Os01g08300
767,Os01g0178400,LOC_Os01g08310
768,Os01g0178500,LOC_Os01g08320
769,Os01g0178600,LOC_Os01g08330
770,Os01g0178700,LOC_Os01g08340
771,Os01g0178775,None
772,Os01g0178850,LOC_Os01g08360
773,Os01g0178900,LOC_Os01g08370
774,Os01g0179000,LOC_Os01g08380
775,Os01g0179200,LOC_Os01g08400
776,Os01g0179300,LOC_Os01g08410
777,Os01g0179400,LOC_Os01g08420
778,Os01g0179450,None
779,Os01g0179500,LOC_Os01g08430
780,Os01g0179600,LOC_Os01g08440
781,Os01g0179700,LOC_Os01g08450
782,Os01g0179750,None
783,Os01g0179800,LOC_Os01g08460
784,Os01g0179901,LOC_Os01g08464
785,Os01g0180000,LOC_Os01g08470
786,Os01g0180050,None
787,Os01g0180100,LOC_Os01g08490
788,Os01g0180300,LOC_Os01g08510
789,Os01g0180400,LOC_Os01g08520
790,Os01g0180500,LOC_Os01g08530
791,Os01g0180600,LOC_Os01g08540
792,Os01g0180700,LOC_Os01g08550
793,Os01g0180800,LOC_Os01g08560
794,Os01g0180850,None
795,Os01g0180900,LOC_Os01g08570
796,Os01g0181000,LOC_Os01g08580
797,Os01g0181033,None
798,Os01g0181166,None
799,Os01g0181300,LOC_Os01g08600
800,Os01g0181400,None
801,Os01g0181500,LOC_Os01g08620
802,Os01g0182100,LOC_Os01g08650
803,Os01g0182200,LOC_Os01g08660
804,Os01g0182300,LOC_Os01g08670
805,Os01g0182400,LOC_Os01g08680
806,Os01g0182500,LOC_Os01g08690
807,Os01g0182600,LOC_Os01g08700
808,Os01g0182700,LOC_Os01g08710
809,Os01g0182766,None
810,Os01g0182832,LOC_Os01g08750
811,Os01g0182900,LOC_Os01g08750
812,Os01g0183000,LOC_Os01g08760
813,Os01g0183100,LOC_Os01g08770
814,Os01g0183300,LOC_Os01g08780
815,Os01g0183400,LOC_Os01g08790
816,Os01g0183500,LOC_Os01g08800
817,Os01g0183600,LOC_Os01g08810
818,Os01g0183633,LOC_Os01g08814
819,Os01g0183666,None
820,Os01g0183800,LOC_Os01g08830
821,Os01g0183850,None
822,Os01g0183900,LOC_Os01g08840
823,Os01g0183950,None
824,Os01g0184000,LOC_Os01g08850
825,Os01g0184050,None
826,Os01g0184100,LOC_Os01g08860
827,Os01g0184200,LOC_Os01g08880
828,Os01g0184350,None
829,Os01g0184500,LOC_Os01g08930
830,Os01g0184600,LOC_Os01g08940
831,Os01g0184700,LOC_Os01g08950
832,Os01g0184800,LOC_Os01g08960
833,Os01g0184900,LOC_Os01g08970
834,Os01g0185000,LOC_Os01g08980
835,Os01g0185100,LOC_Os01g08990
836,Os01g0185200,LOC_Os01g09000
837,Os01g0185250,None
838,Os01g0185300,LOC_Os01g09010
839,Os01g0185350,None
840,Os01g0185400,LOC_Os01g09020
841,Os01g0185500,LOC_Os01g09030
842,Os01g0185900,LOC_Os01g09080
843,Os01g0186000,LOC_Os01g09100
844,Os01g0186200,LOC_Os01g09120
845,Os01g0186400,LOC_Os01g09130
846,Os01g0186500,LOC_Os01g09150
847,Os01g0186600,LOC_Os01g09190
848,Os01g0186700,LOC_Os01g09200
849,Os01g0186900,LOC_Os01g09220
850,Os01g0186950,None
851,Os01g0187000,LOC_Os01g09230
852,Os01g0187200,None
853,Os01g0187300,None
854,Os01g0187350,None
855,Os01g0187400,LOC_Os01g09246
856,Os01g0187500,LOC_Os01g09252
857,Os01g0187600,LOC_Os01g09260
858,Os01g0187900,LOC_Os01g09280
859,Os01g0188100,LOC_Os01g09300
860,Os01g0188200,LOC_Os01g09310
861,Os01g0188400,LOC_Os01g09320
862,Os01g0188525,None
863,Os01g0188650,LOC_Os01g09350
864,Os01g0188733,LOC_Os01g09360
865,Os01g0188816,LOC_Os01g09360
866,Os01g0188900,LOC_Os01g09370
867,Os01g0189100,LOC_Os01g09384
868,Os01g0189700,LOC_Os01g09410
869,Os01g0189800,LOC_Os01g09420
870,Os01g0190000,LOC_Os01g09430
871,Os01g0190300,LOC_Os01g09450
872,Os01g0190400,LOC_Os01g09460
873,Os01g0190500,LOC_Os01g09470
874,Os01g0191000,LOC_Os01g09500
875,Os01g0191100,LOC_Os01g09510
876,Os01g0191150,None
877,Os01g0191200,LOC_Os01g09540
878,Os01g0191300,LOC_Os01g09550
879,Os01g0191400,None
880,Os01g0191500,LOC_Os01g09560
881,Os01g0191700,LOC_Os01g09570
882,Os01g0191800,LOC_Os01g09580
883,Os01g0191900,LOC_Os01g09590
884,Os01g0192000,LOC_Os01g09620
885,Os01g0192101,None
886,Os01g0192201,None
887,Os01g0192300,LOC_Os01g09640
888,Os01g0192401,None
889,Os01g0192500,LOC_Os01g09660
890,Os01g0192550,LOC_Os01g09665
891,Os01g0192600,LOC_Os01g09670
892,Os01g0192700,None
893,Os01g0192800,LOC_Os01g09690
894,Os01g0192900,LOC_Os01g09700
895,Os01g0193250,None
896,Os01g0193400,LOC_Os01g09730
897,Os01g0193500,LOC_Os01g09740
898,Os01g0193600,LOC_Os01g09750
899,Os01g0193700,None
900,Os01g0193800,None
901,Os01g0193900,LOC_Os01g09760
902,Os01g0194000,LOC_Os01g09770
903,Os01g0194200,LOC_Os01g09790
904,Os01g0194300,LOC_Os01g09800
905,Os01g0194600,LOC_Os01g09830
906,Os01g0195000,LOC_Os01g09850
907,Os01g0195066,LOC_Os01g09850
908,Os01g0195100,None
909,Os01g0195200,LOC_Os01g09860
910,Os01g0195300,LOC_Os01g09870
911,Os01g0195400,LOC_Os01g09880
912,Os01g0195500,LOC_Os01g09890
913,Os01g0195700,LOC_Os01g09900
914,Os01g0195801,LOC_Os01g09900
915,Os01g0195967,LOC_Os01g09940
916,Os01g0196133,LOC_Os01g09980
917,Os01g0196300,LOC_Os01g09990
918,Os01g0196500,LOC_Os01g10010
919,Os01g0196600,LOC_Os01g10020
920,Os01g0196800,LOC_Os01g10030
921,Os01g0197100,LOC_Os01g10040
922,Os01g0197150,None
923,Os01g0197200,LOC_Os01g10050
924,Os01g0197350,LOC_Os01g10070
925,Os01g0197400,LOC_Os01g10080
926,Os01g0197450,LOC_Os01g10090
927,Os01g0197500,LOC_Os01g10100
928,Os01g0197700,LOC_Os01g10110
929,Os01g0197900,LOC_Os01g10130
930,Os01g0198000,LOC_Os01g10140
931,Os01g0198200,LOC_Os01g10150
932,Os01g0198250,None
933,Os01g0198500,LOC_Os01g10180
934,Os01g0198702,LOC_Os01g10195
935,Os01g0198900,LOC_Os01g10210
936,Os01g0199300,LOC_Os01g10230
937,Os01g0199350,LOC_Os01g10240
938,Os01g0199351,None
939,Os01g0199400,LOC_Os01g10250
940,Os01g0199550,None
941,Os01g0199700,LOC_Os01g10260
942,Os01g0199800,LOC_Os01g10270
943,Os01g0199900,LOC_Os01g10280
944,Os01g0199950,None
945,Os01g0200000,LOC_Os01g10290
946,Os01g0200150,None
947,Os01g0200175,None
948,Os01g0200200,LOC_Os01g10310
949,Os01g0200300,LOC_Os01g10320
950,Os01g0200350,None
951,Os01g0200400,LOC_Os01g10340
952,Os01g0200500,LOC_Os01g10350
953,Os01g0200600,LOC_Os01g10370
954,Os01g0200700,LOC_Os01g10400
955,Os01g0200950,None
956,Os01g0201000,LOC_Os01g10430
957,Os01g0201100,LOC_Os01g10440
958,Os01g0201200,LOC_Os01g10450
959,Os01g0201250,None
960,Os01g0201275,LOC_Os01g10460
961,Os01g0201300,LOC_Os01g10460
962,Os01g0201400,LOC_Os01g10470
963,Os01g0201500,LOC_Os01g10480
964,Os01g0201600,LOC_Os01g10490
965,Os01g0201700,LOC_Os01g10504
966,Os01g0201750,None
967,Os01g0201800,LOC_Os01g10520
968,Os01g0201850,None
969,Os01g0201900,LOC_Os01g10530
970,Os01g0202000,LOC_Os01g10550
971,Os01g0202500,LOC_Os01g10580
972,Os01g0202601,None
973,Os01g0202700,LOC_Os01g10590
974,Os01g0202800,LOC_Os01g10600
975,Os01g0203000,LOC_Os01g10610
976,Os01g0203300,LOC_Os01g10630
977,Os01g0203400,LOC_Os01g10640
978,Os01g0203600,LOC_Os01g10660
979,Os01g0203700,LOC_Os01g10670
980,Os01g0203800,LOC_Os01g10680
981,Os01g0203900,None
982,Os01g0204000,LOC_Os01g10690
983,Os01g0204600,LOC_Os01g10740
984,Os01g0204800,LOC_Os01g10760
985,Os01g0204900,LOC_Os01g10770
986,Os01g0205000,LOC_Os01g10780
987,Os01g0205100,LOC_Os01g10790
988,Os01g0205200,LOC_Os01g10800
989,Os01g0205300,LOC_Os01g10810
990,Os01g0205401,None
991,Os01g0205500,LOC_Os01g10820
992,Os01g0205550,None
993,Os01g0205600,LOC_Os01g10830
994,Os01g0205700,LOC_Os01g10840
995,Os01g0205800,None
996,Os01g0205900,LOC_Os01g10850
997,Os01g0206200,LOC_Os01g10860
998,Os01g0206300,LOC_Os01g10870
999,Os01g0206600,LOC_Os01g10880
1000,Os01g0206650,None
1001,Os01g0206700,LOC_Os01g10890
1002,Os01g0206800,LOC_Os01g10900
1003,Os01g0207001,None
1004,Os01g0207200,LOC_Os01g10930
1005,Os01g0207300,LOC_Os01g10940
1006,Os01g0207400,LOC_Os01g10950
1007,Os01g0207500,None
1008,Os01g0207600,LOC_Os01g10960
1009,Os01g0207700,LOC_Os01g10970
1010,Os01g0207900,LOC_Os01g10980
1011,Os01g0208000,LOC_Os01g10990
1012,Os01g0208200,None
1013,Os01g0208400,LOC_Os01g11010
1014,Os01g0208600,LOC_Os01g11040
1015,Os01g0208700,LOC_Os01g11054
1016,Os01g0208800,None
1017,Os01g0209000,LOC_Os01g11070
1018,Os01g0209150,None
1019,Os01g0209151,None
1020,Os01g0209200,LOC_Os01g11110
1021,Os01g0209300,None
1022,Os01g0209400,LOC_Os01g11120
1023,Os01g0209500,LOC_Os01g11130
1024,Os01g0209566,None
1025,Os01g0209632,None
1026,Os01g0209700,LOC_Os01g11150
1027,Os01g0209750,None
1028,Os01g0209800,LOC_Os01g11160
1029,Os01g0209901,None
1030,Os01g0210000,LOC_Os01g11170
1031,Os01g0210100,None
1032,Os01g0210200,LOC_Os01g11200
1033,Os01g0210300,LOC_Os01g11210
1034,Os01g0210400,LOC_Os01g11220
1035,Os01g0210500,LOC_Os01g11230
1036,Os01g0210550,None
1037,Os01g0210600,LOC_Os01g11240
1038,Os01g0210650,None
1039,Os01g0210700,LOC_Os01g11250
1040,Os01g0210750,None
1041,Os01g0210800,LOC_Os01g11260
1042,Os01g0210900,LOC_Os01g11270
1043,Os01g0211000,LOC_Os01g11280
1044,Os01g0211200,LOC_Os01g11300
1045,Os01g0211400,LOC_Os01g11310
1046,Os01g0211600,LOC_Os01g11340
1047,Os01g0211800,LOC_Os01g11350
1048,Os01g0212000,None
1049,Os01g0212100,LOC_Os01g11370
1050,Os01g0212400,LOC_Os01g11414
1051,Os01g0212500,LOC_Os01g11430
1052,Os01g0212700,LOC_Os01g11460
1053,Os01g0212900,None
1054,Os01g0213100,LOC_Os01g11490
1055,Os01g0213300,LOC_Os01g11510
1056,Os01g0213350,None
1057,Os01g0213400,LOC_Os01g11520
1058,Os01g0213800,LOC_Os01g11550
1059,Os01g0214001,None
1060,Os01g0214200,LOC_Os01g11570
1061,Os01g0214300,LOC_Os01g11580
1062,Os01g0214400,LOC_Os01g11590
1063,Os01g0214500,LOC_Os01g11600
1064,Os01g0214600,LOC_Os01g11620
1065,Os01g0214800,LOC_Os01g11650
1066,Os01g0214901,None
1067,Os01g0215000,LOC_Os01g11660
1068,Os01g0215100,LOC_Os01g11670
1069,Os01g0215250,None
1070,Os01g0215500,LOC_Os01g11700
1071,Os01g0215600,None
1072,Os01g0215700,LOC_Os01g11710
1073,Os01g0215725,None
1074,Os01g0215750,None
1075,Os01g0215800,LOC_Os01g11720
1076,Os01g0216000,LOC_Os01g11730
1077,Os01g0216150,None
1078,Os01g0216300,LOC_Os01g11740
1079,Os01g0216350,None
1080,Os01g0216400,LOC_Os01g11750
1081,Os01g0216500,LOC_Os01g11760
1082,Os01g0216600,None
1083,Os01g0216700,LOC_Os01g11780
1084,Os01g0216900,LOC_Os01g11790
1085,Os01g0216951,None
1086,Os01g0217000,LOC_Os01g11810
1087,Os01g0217050,None
1088,Os01g0217100,LOC_Os01g11820
1089,Os01g0217400,LOC_Os01g11850
1090,Os01g0217433,None
1091,Os01g0217500,LOC_Os01g11860
1092,Os01g0217800,LOC_Os01g11880
1093,Os01g0217966,None
1094,Os01g0218032,LOC_Os01g11900
1095,Os01g0218100,LOC_Os01g11910
1096,Os01g0218150,None
1097,Os01g0218200,LOC_Os01g11920
1098,Os01g0218350,None
1099,Os01g0218500,LOC_Os01g11940
1100,Os01g0218700,LOC_Os01g11946
1101,Os01g0218800,LOC_Os01g11952
1102,Os01g0218900,LOC_Os01g11960
1103,Os01g0219000,LOC_Os01g11970
1104,Os01g0219100,LOC_Os01g11980
1105,Os01g0219200,LOC_Os01g11990
1106,Os01g0219300,LOC_Os01g12000
1107,Os01g0219500,LOC_Os01g12020
1108,Os01g0219600,LOC_Os01g12030
1109,Os01g0220100,LOC_Os01g12070
1110,Os01g0220150,None
1111,Os01g0220200,LOC_Os01g12080
1112,Os01g0220300,LOC_Os01g12090
1113,Os01g0220400,LOC_Os01g12100
1114,Os01g0220500,LOC_Os01g12110
1115,Os01g0220700,LOC_Os01g12130
1116,Os01g0220801,None
1117,Os01g0220900,LOC_Os01g12150
1118,Os01g0221000,None
1119,Os01g0221100,LOC_Os01g12160
1120,Os01g0221300,LOC_Os01g12180
1121,Os01g0221400,LOC_Os01g12190
1122,Os01g0221500,LOC_Os01g12200
1123,Os01g0221600,LOC_Os01g12210
1124,Os01g0221700,LOC_Os01g12220
1125,Os01g0221800,None
1126,Os01g0221900,LOC_Os01g12230
1127,Os01g0222001,None
1128,Os01g0222300,LOC_Os01g12250
1129,Os01g0222500,LOC_Os01g12260
1130,Os01g0222600,LOC_Os01g12270
1131,Os01g0222700,LOC_Os01g12280
1132,Os01g0222800,LOC_Os01g12290
1133,Os01g0222900,None
1134,Os01g0223000,LOC_Os01g12304
1135,Os01g0223200,LOC_Os01g12320
1136,Os01g0223300,LOC_Os01g12330
1137,Os01g0223402,None
1138,Os01g0223500,LOC_Os01g12381
1139,Os01g0223600,LOC_Os01g12390
1140,Os01g0223700,LOC_Os01g12400
1141,Os01g0223800,LOC_Os01g12410
1142,Os01g0223900,LOC_Os01g12420
1143,Os01g0224000,LOC_Os01g12430
1144,Os01g0224100,LOC_Os01g12440
1145,Os01g0224166,None
1146,Os01g0224200,LOC_Os01g12460
1147,Os01g0224300,LOC_Os01g12464
1148,Os01g0224400,LOC_Os01g12470
1149,Os01g0224500,LOC_Os01g12480
1150,Os01g0224601,None
1151,Os01g0224700,LOC_Os01g12490
1152,Os01g0225000,LOC_Os01g12520
1153,Os01g0225100,LOC_Os01g12530
1154,Os01g0225200,LOC_Os01g12540
1155,Os01g0225300,LOC_Os01g12550
1156,Os01g0225400,LOC_Os01g12560
1157,Os01g0225500,LOC_Os01g12570
1158,Os01g0225550,None
1159,Os01g0225600,LOC_Os01g12580
1160,Os01g0225700,None
1161,Os01g0225950,None
1162,Os01g0226200,LOC_Os01g12640
1163,Os01g0226250,None
1164,Os01g0226300,LOC_Os01g12650
1165,Os01g0226400,LOC_Os01g12660
1166,Os01g0226450,None
1167,Os01g0226500,LOC_Os01g12670
1168,Os01g0226600,LOC_Os01g12680
1169,Os01g0226633,None
1170,Os01g0226666,None
1171,Os01g0226700,LOC_Os01g12690
1172,Os01g0226800,LOC_Os01g12700
1173,Os01g0227100,LOC_Os01g12710
1174,Os01g0227200,LOC_Os01g12720
1175,Os01g0227250,None
1176,Os01g0227300,LOC_Os01g12730
1177,Os01g0227350,None
1178,Os01g0227400,LOC_Os01g12740
1179,Os01g0227500,LOC_Os01g12750
1180,Os01g0227600,None
1181,Os01g0227700,LOC_Os01g12760
1182,Os01g0227800,LOC_Os01g12770
1183,Os01g0227900,LOC_Os01g12780
1184,Os01g0228300,LOC_Os01g12800
1185,Os01g0228400,LOC_Os01g12810
1186,Os01g0228450,None
1187,Os01g0228500,LOC_Os01g12820
1188,Os01g0228600,LOC_Os01g12830
1189,Os01g0228800,LOC_Os01g12840
1190,Os01g0228901,None
1191,Os01g0229000,LOC_Os01g12860
1192,Os01g0229100,LOC_Os01g12870
1193,Os01g0229200,LOC_Os01g12880
1194,Os01g0229250,None
1195,Os01g0229300,LOC_Os01g12890
1196,Os01g0229400,LOC_Os01g12900
1197,Os01g0229500,LOC_Os01g12910
1198,Os01g0229600,LOC_Os01g12920
1199,Os01g0229700,LOC_Os01g12930
1200,Os01g0229800,LOC_Os01g12940
1201,Os01g0229900,LOC_Os01g12950
1202,Os01g0230200,LOC_Os01g13000
1203,Os01g0230700,LOC_Os01g13020
1204,Os01g0230800,LOC_Os01g13024
1205,Os01g0231000,LOC_Os01g13030
1206,Os01g0231100,LOC_Os01g13040
1207,Os01g0231201,None
1208,Os01g0231300,LOC_Os01g13050
1209,Os01g0231500,LOC_Os01g13060
1210,Os01g0231600,LOC_Os01g13070
1211,Os01g0231700,LOC_Os01g13080
1212,Os01g0231800,LOC_Os01g13090
1213,Os01g0231900,LOC_Os01g13100
1214,Os01g0231950,None
1215,Os01g0232000,LOC_Os01g13120
1216,Os01g0232100,LOC_Os01g13130
1217,Os01g0232200,LOC_Os01g13140
1218,Os01g0232300,LOC_Os01g13150
1219,Os01g0232400,LOC_Os01g13160
1220,Os01g0232450,None
1221,Os01g0232500,LOC_Os01g13170
1222,Os01g0232550,None
1223,Os01g0232625,None
1224,Os01g0232700,LOC_Os01g13190
1225,Os01g0232800,LOC_Os01g13200
1226,Os01g0233000,LOC_Os01g13210
1227,Os01g0233100,LOC_Os01g13229
1228,Os01g0233400,LOC_Os01g13250
1229,Os01g0233500,LOC_Os01g13260
1230,Os01g0233600,None
1231,Os01g0233800,LOC_Os01g13270
1232,Os01g0233850,None
1233,Os01g0233900,LOC_Os01g13280
1234,Os01g0234001,LOC_Os01g13285
1235,Os01g0234100,LOC_Os01g13300
1236,Os01g0234200,LOC_Os01g13310
1237,Os01g0234300,LOC_Os01g13320
1238,Os01g0234433,None
1239,Os01g0234499,LOC_Os01g13320
1240,Os01g0234566,None
1241,Os01g0234700,LOC_Os01g13340
1242,Os01g0234800,LOC_Os01g13350
1243,Os01g0234850,LOC_Os01g13360
1244,Os01g0234900,LOC_Os01g13370
1245,Os01g0234950,LOC_Os01g13380
1246,Os01g0235100,LOC_Os01g13390
1247,Os01g0235200,LOC_Os01g13404
1248,Os01g0235300,LOC_Os01g13420
1249,Os01g0235325,None
1250,Os01g0235350,None
1251,Os01g0235400,LOC_Os01g13430
1252,Os01g0235500,LOC_Os01g13440
1253,Os01g0235566,LOC_Os01g13450
1254,Os01g0235632,None
1255,Os01g0235700,LOC_Os01g13460
1256,Os01g0235800,LOC_Os01g13470
1257,Os01g0235850,None
1258,Os01g0235900,LOC_Os01g13480
1259,Os01g0236000,LOC_Os01g13490
1260,Os01g0236300,LOC_Os01g13520
1261,Os01g0236350,None
1262,Os01g0236400,LOC_Os01g13530
1263,Os01g0236700,LOC_Os01g13540
1264,Os01g0236800,LOC_Os01g13550
1265,Os01g0236900,None
1266,Os01g0237000,LOC_Os01g13560
1267,Os01g0237100,LOC_Os01g13570
1268,Os01g0237200,None
1269,Os01g0237300,LOC_Os01g13590
1270,Os01g0237366,LOC_Os01g13600
1271,Os01g0237400,None
1272,Os01g0237500,LOC_Os01g13610
1273,Os01g0237750,LOC_Os01g13610
1274,Os01g0238200,LOC_Os01g13660
1275,Os01g0238287,None
1276,Os01g0238375,None
1277,Os01g0238400,LOC_Os01g13680
1278,Os01g0238500,LOC_Os01g13690
1279,Os01g0238600,LOC_Os01g13700
1280,Os01g0238700,LOC_Os01g13710
1281,Os01g0238800,LOC_Os01g13720
1282,Os01g0238850,None
1283,Os01g0238900,LOC_Os01g13730
1284,Os01g0239000,LOC_Os01g13740
1285,Os01g0239050,None
1286,Os01g0239100,LOC_Os01g13760
1287,Os01g0239150,None
1288,Os01g0239200,LOC_Os01g13770
1289,Os01g0239300,LOC_Os01g13780
1290,Os01g0239700,LOC_Os01g13800
1291,Os01g0239800,LOC_Os01g13810
1292,Os01g0240150,LOC_Os01g13830
1293,Os01g0240500,LOC_Os01g13850
1294,Os01g0240600,LOC_Os01g13860
1295,Os01g0240700,LOC_Os01g13870
1296,Os01g0240725,None
1297,Os01g0240750,LOC_Os01g13880
1298,Os01g0240800,LOC_Os01g13910
1299,Os01g0241000,LOC_Os01g13930
1300,Os01g0241100,LOC_Os01g13940
1301,Os01g0241400,LOC_Os01g13950
1302,Os01g0242200,LOC_Os01g14010
1303,Os01g0242300,LOC_Os01g14020
1304,Os01g0242333,None
1305,Os01g0242400,LOC_Os01g14030
1306,Os01g0242450,None
1307,Os01g0242500,LOC_Os01g14040
1308,Os01g0242600,LOC_Os01g14050
1309,Os01g0242701,None
1310,Os01g0242800,None
1311,Os01g0242900,LOC_Os01g14070
1312,Os01g0243000,LOC_Os01g14080
1313,Os01g0243100,LOC_Os01g14090
1314,Os01g0243200,LOC_Os01g14100
1315,Os01g0243300,None
1316,Os01g0243400,LOC_Os01g14110
1317,Os01g0243450,None
1318,Os01g0243501,None
1319,Os01g0243600,LOC_Os01g14130
1320,Os01g0243700,LOC_Os01g14140
1321,Os01g0243800,None
1322,Os01g0243901,None
1323,Os01g0244000,LOC_Os01g14180
1324,Os01g0244150,None
1325,Os01g0244400,LOC_Os01g14220
1326,Os01g0244500,LOC_Os01g14230
1327,Os01g0244900,LOC_Os01g14270
1328,Os01g0244933,None
1329,Os01g0244966,LOC_Os01g14270
1330,Os01g0245000,LOC_Os01g14280
1331,Os01g0245300,LOC_Os01g14300
1332,Os01g0245499,LOC_Os01g14310
1333,Os01g0245532,LOC_Os01g14320
1334,Os01g0245565,None
1335,Os01g0245600,LOC_Os01g14330
1336,Os01g0245700,None
1337,Os01g0245901,LOC_Os01g14340
1338,Os01g0246100,LOC_Os01g14370
1339,Os01g0246150,None
1340,Os01g0246200,LOC_Os01g14380
1341,Os01g0246300,LOC_Os01g14390
1342,Os01g0246350,LOC_Os01g14400
1343,Os01g0246400,LOC_Os01g14410
1344,Os01g0246500,LOC_Os01g14420
1345,Os01g0246601,LOC_Os01g14430
1346,Os01g0246700,LOC_Os01g14440
1347,Os01g0247200,LOC_Os01g14490
1348,Os01g0247500,LOC_Os01g14510
1349,Os01g0247550,None
1350,Os01g0247600,LOC_Os01g14514
1351,Os01g0247700,LOC_Os01g14520
1352,Os01g0247900,LOC_Os01g14530
1353,Os01g0248000,LOC_Os01g14540
1354,Os01g0248150,None
1355,Os01g0248300,LOC_Os01g14550
1356,Os01g0248350,None
1357,Os01g0248400,LOC_Os01g14580
1358,Os01g0248450,None
1359,Os01g0248500,LOC_Os01g14590
1360,Os01g0248600,LOC_Os01g14610
1361,Os01g0248701,LOC_Os01g14630
1362,Os01g0248800,LOC_Os01g14640
1363,Os01g0248850,None
1364,Os01g0248900,LOC_Os01g14650
1365,Os01g0249000,None
1366,Os01g0249050,None
1367,Os01g0249100,LOC_Os01g14660
1368,Os01g0249200,LOC_Os01g14670
1369,Os01g0249300,LOC_Os01g14690
1370,Os01g0249500,None
1371,Os01g0249700,LOC_Os01g14700
1372,Os01g0249800,None
1373,Os01g0249900,LOC_Os01g14720
1374,Os01g0250200,LOC_Os01g14760
1375,Os01g0250401,None
1376,Os01g0250600,LOC_Os01g14790
1377,Os01g0250900,LOC_Os01g14810
1378,Os01g0251000,LOC_Os01g14820
1379,Os01g0251100,LOC_Os01g14830
1380,Os01g0251200,LOC_Os01g14840
1381,Os01g0251300,None
1382,Os01g0251400,LOC_Os01g14850
1383,Os01g0252100,LOC_Os01g14860
1384,Os01g0252150,None
1385,Os01g0252200,LOC_Os01g14870
1386,Os01g0252300,LOC_Os01g14880
1387,Os01g0252400,None
1388,Os01g0252600,LOC_Os01g14890
1389,Os01g0252900,LOC_Os01g14920
1390,Os01g0253000,LOC_Os01g14926
1391,Os01g0253050,None
1392,Os01g0253100,LOC_Os01g14932
1393,Os01g0253200,LOC_Os01g14940
1394,Os01g0253300,LOC_Os01g14950
1395,Os01g0253400,LOC_Os01g14960
1396,Os01g0253500,LOC_Os01g14970
1397,Os01g0253600,LOC_Os01g14980
1398,Os01g0253700,None
1399,Os01g0253800,LOC_Os01g14990
1400,Os01g0253900,LOC_Os01g15000
1401,Os01g0254000,LOC_Os01g15010
1402,Os01g0254100,LOC_Os01g15020
1403,Os01g0254200,LOC_Os01g15029
1404,Os01g0254300,LOC_Os01g15039
1405,Os01g0254350,None
1406,Os01g0254400,LOC_Os01g15060
1407,Os01g0254800,None
1408,Os01g0254825,None
1409,Os01g0254850,LOC_Os01g15100
1410,Os01g0254900,LOC_Os01g15110
1411,Os01g0254950,None
1412,Os01g0255000,LOC_Os01g15120
1413,Os01g0255100,LOC_Os01g15130
1414,Os01g0255200,None
1415,Os01g0255700,LOC_Os01g15210
1416,Os01g0256000,None
1417,Os01g0256300,LOC_Os01g15250
1418,Os01g0256400,LOC_Os01g15260
1419,Os01g0256500,LOC_Os01g15270
1420,Os01g0256600,LOC_Os01g15290
1421,Os01g0256800,LOC_Os01g15300
1422,Os01g0256900,LOC_Os01g15310
1423,Os01g0257100,LOC_Os01g15320
1424,Os01g0257200,LOC_Os01g15330
1425,Os01g0257300,LOC_Os01g15340
1426,Os01g0257400,LOC_Os01g15350
1427,Os01g0257900,None
1428,Os01g0258000,LOC_Os01g15390
1429,Os01g0258100,LOC_Os01g15399
1430,Os01g0258400,LOC_Os01g15410
1431,Os01g0258501,None
1432,Os01g0258600,LOC_Os01g15448
1433,Os01g0258700,LOC_Os01g15460
1434,Os01g0259200,LOC_Os01g15470
1435,Os01g0259300,None
1436,Os01g0259400,LOC_Os01g15480
1437,Os01g0259600,LOC_Os01g15490
1438,Os01g0259900,LOC_Os01g15520
1439,Os01g0259933,None
1440,Os01g0259966,None
1441,Os01g0260000,LOC_Os01g15530
1442,Os01g0260100,LOC_Os01g15540
1443,Os01g0260301,None
1444,Os01g0260500,LOC_Os01g15560
1445,Os01g0260600,LOC_Os01g15590
1446,Os01g0260700,LOC_Os01g15600
1447,Os01g0260800,LOC_Os01g15610
1448,Os01g0260950,None
1449,Os01g0261000,None
1450,Os01g0261100,LOC_Os01g15630
1451,Os01g0261200,LOC_Os01g15640
1452,Os01g0261500,LOC_Os01g15660
1453,Os01g0261600,None
1454,Os01g0261700,LOC_Os01g15680
1455,Os01g0262000,LOC_Os01g15709
1456,Os01g0262401,None
1457,Os01g0262500,LOC_Os01g15770
1458,Os01g0262600,LOC_Os01g15780
1459,Os01g0262700,LOC_Os01g15790
1460,Os01g0262900,LOC_Os01g15800
1461,Os01g0263000,LOC_Os01g15810
1462,Os01g0263300,LOC_Os01g15830
1463,Os01g0263400,LOC_Os01g15840
1464,Os01g0263500,LOC_Os01g15850
1465,Os01g0263600,LOC_Os01g15860
1466,Os01g0263900,None
1467,Os01g0264000,LOC_Os01g15900
1468,Os01g0264001,None
